,flux,z,f,enz,met_concentration,reaction,gpr
ATPS4rpp,52.0980456702132,1.0,-9999.0,0.0003835086923665696,;h2o_c : 1.0;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;h_p : 1.0;h_c : 1.0,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c,( b3734 and b3733 and b3731 and b3735 and b3732 and b3739 and b3737 and b3738 and b3736 ) or ( b3732 and b3735 and b3731 and b3733 and b3734 and b3737 and b3738 and b3736 )
EX_h2o_e,36.67937385400288,1.0,-9999.0,-9999.0,;h2o_e : 1.0,h2o_e --> ,
H2Otex_reverse,36.67937385400288,1.0,-9999.0,-9999.0,;h2o_e : 1.0;h2o_p : 1.0,h2o_p --> h2o_e,b1377 or b2215 or b1319 or b3875 or s0001 or b0957 or b0241 or b0929
H2Otpp_reverse,36.679373854001675,1.0,-9999.0,-9999.0,;h2o_c : 1.0;h2o_p : 1.0,h2o_c --> h2o_p,s0001 or b0875
CYTBO3_4pp,32.974151203760684,1.0,-9999.0,0.0013732674910746062,;h2o_c : 1.0;q8h2_c : 4.999999992621096e-07;o2_c : 4.999999992621096e-07;q8_c : 4.999999992621096e-07;h_c : 1.0;h_p : 1.0,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,b0429 and b0432 and b0431 and b0430
NADH16pp,31.32872505607355,1.0,-9999.0,0.0013253018728508884,;nadh_c : 0.0007084583731630467;q8h2_c : 4.999999992621096e-07;nad_c : 0.007084583731630468;h_p : 1.0;q8_c : 4.999999992621096e-07;h_c : 1.0,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,b2280 and b2281 and b2287 and b2288 and b2282 and b2277 and b2279 and b2284 and b2278 and b2276 and b2283 and b2286 and b2285
CO2tpp_reverse,17.999402381641602,1.0,-9999.0,-9999.0,;co2_c : 9.9999999997618e-05;co2_p : 1.0,co2_c --> co2_p,s0001
EX_co2_e,17.999402381641602,1.0,-9999.0,-9999.0,;co2_e : 1.0,co2_e --> ,
CO2tex_reverse,17.999402381641602,1.0,-9999.0,-9999.0,;co2_e : 1.0;co2_p : 1.0,co2_p --> co2_e,b1377 or b0241 or b0929 or b2215
GAPD,16.83722158605249,1.0,-14.57128001843506,0.00012056812842285505,;nadh_c : 0.0007084583731630467;pi_c : 4.999999992620972e-07;nad_c : 0.007084583731630468;g3p_c : 0.0019372800476507063;13dpg_c : 4.999999992621096e-07;h_c : 1.0,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,b1779
PGK_reverse,16.83722158605249,1.0,-14.56708793639665,0.0026601354978812407,;3pg_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;13dpg_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05,13dpg_c + adp_c --> 3pg_c + atp_c,b2926
O2tex,16.489994962512625,1.0,-9999.0,-9999.0,;o2_p : 1.0;o2_e : 1.0,o2_e --> o2_p,b1377 or b0241 or b0929 or b2215
EX_o2_e_reverse,16.489994962512625,1.0,-9999.0,-9999.0,;o2_e : 1.0, --> o2_e,
O2tpp,16.489994962512625,1.0,-9999.0,-9999.0,;o2_c : 4.999999992621096e-07;o2_p : 1.0,o2_p --> o2_c,s0001
ENO,15.620510310835003,1.0,-12.75744096312991,0.000109497783201739,;pep_c : 0.02000000000856292;h2o_c : 1.0;2pg_c : 2.8993225770963016e-05,2pg_c --> h2o_c + pep_c,b2779
PGM_reverse,15.620510310835003,1.0,12.75744096312991,0.0011083047908535747,;3pg_c : 0.02000000000856292;2pg_c : 2.8993225770963016e-05,3pg_c --> 2pg_c,b0755 or b3612
PYK,14.344888168685213,1.0,38.04380673370849,0.0020842940121496983,;adp_c : 5.411968104158752e-06;pep_c : 0.02000000000856292;pyr_c : 1.3223265105347658e-05;h_c : 1.0;atp_c : 5.411968104158758e-05,adp_c + h_c + pep_c --> atp_c + pyr_c,b1854 or b1676
EX_h_e,12.98136407982339,1.0,-9999.0,-9999.0,;h_e : 1.0,h_e --> ,
Htex_reverse,12.98136407982339,1.0,-9999.0,-9999.0,;h_e : 1.0;h_p : 1.0,h_p --> h_e,b1377 or b0241 or b0929 or b2215
PDH,12.298750956581983,1.0,8.691832774219513,0.006020357686123722,;pyr_c : 1.3223265105347658e-05;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;coa_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05;accoa_c : 0.02000000000856292,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,b0116 and b0115 and b0114
GLCt2pp,10.000000000000682,1.0,-9999.0,-9999.0,;glc__D_c : 4.999999992621096e-07;h_c : 1.0;glc__D_p : 1.0;h_p : 1.0,glc__D_p + h_p --> glc__D_c + h_c,b2943
HEX1,10.000000000000682,1.0,8.63708693639643,8.03775462963018e-05,;glc__D_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;g6p_c : 0.00037910987493835997;h_c : 1.0;atp_c : 5.411968104158758e-05,atp_c + glc__D_c --> adp_c + g6p_c + h_c,b2388
EX_glc__D_e_reverse,10.0,1.0,-9999.0,-9999.0,;glc__D_e : 1.0, --> glc__D_e,
GLCtex_copy2,10.0,1.0,-9999.0,-9999.0,;glc__D_e : 1.0;glc__D_p : 1.0,glc__D_e --> glc__D_p,b0241 or b0929 or b1377 or b2215
PFK,7.923796012340951,1.0,12.223281202688007,0.0023044330051661104,;adp_c : 5.411968104158752e-06;f6p_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;fdp_c : 1.4674375637250582e-05;h_c : 1.0,atp_c + f6p_c --> adp_c + fdp_c + h_c,b3916 or b1723
FBA,7.923796012340951,1.0,-7.412168594347881,0.00021015909447433218,;g3p_c : 0.0019372800476507063;dhap_c : 5.74937878586431e-05;fdp_c : 1.4674375637250582e-05,fdp_c --> dhap_c + g3p_c,b2925 or b2097
TPI,7.823838858596403,1.0,-14.571280018435198,0.001901688755372872,;g3p_c : 0.0019372800476507063;dhap_c : 5.74937878586431e-05,dhap_c --> g3p_c,b3919
NH4tpp,7.639652697601111,1.0,-9999.0,-9999.0,;nh4_c : 0.0027845228801085314;nh4_p : 1.0,nh4_p --> nh4_c,s0001 or b0451
EX_nh4_e_reverse,7.639652697601111,1.0,-9999.0,-9999.0,;nh4_e : 1.0, --> nh4_e,
NH4tex,7.639652697601111,1.0,-9999.0,-9999.0,;nh4_p : 1.0;nh4_e : 1.0,nh4_e --> nh4_p,b0241 or b1377 or b2215 or b0929
ATPM,6.86,1.0,71.8561952662917,-9999.0,;adp_c : 5.411968104158752e-06;h2o_c : 1.0;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + h2o_c --> adp_c + h_c + pi_c,
ACt2rpp_reverse,6.485033312424915,1.0,-9999.0,-9999.0,;ac_c : 0.000984057327574355;ac_p : 1.0;h_p : 1.0;h_c : 1.0,ac_c + h_c --> ac_p + h_p,b0010
ACtex_reverse,6.4813513952717665,1.0,-9999.0,-9999.0,;ac_e : 1.0;ac_p : 1.0,ac_p --> ac_e,b1377 or b0241 or b0929 or b2215
EX_ac_e,6.4813513952717665,1.0,-9999.0,-9999.0,;ac_e : 1.0,ac_e --> ,
PTAr,6.069524186873058,1.0,-9.400000000000064,0.0010134630160504809,;actp_c : 0.02000000000856292;pi_c : 4.999999992620972e-07;coa_c : 4.999999992621096e-07;accoa_c : 0.02000000000856292,accoa_c + pi_c --> actp_c + coa_c,b2297 or b2458
ACKr_reverse,6.069524186873058,1.0,15.529074008298343,2.0353435157935456e-05,;ac_c : 0.000984057327574355;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;actp_c : 0.02000000000856292,actp_c + adp_c --> ac_c + atp_c,b1849 or b2296 or b3115
GLUDy_reverse,6.050912166135422,1.0,20.474006462759693,0.0001190493119677792,;akg_c : 4.999999992621096e-07;h2o_c : 1.0;glu__L_c : 5.731168982612912e-06;nadp_c : 0.0020000000008562916;nh4_c : 0.0027845228801085314;h_c : 1.0;nadph_c : 0.02000000000856292,akg_c + h_c + nadph_c + nh4_c --> glu__L_c + h2o_c + nadp_c,b1761 or ( b3213 and b3212 )
PGI,5.618273757458681,1.0,14.571280018435216,2.077982466747236e-05,;g6p_c : 0.00037910987493835997;f6p_c : 4.999999992621096e-07,g6p_c --> f6p_c,b4025
GND,4.381726242542001,1.0,22.77254182768633,0.002799643718017041,;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916;ru5p__D_c : 3.803418044313029e-05;6pgc_c : 0.02000000000856292;co2_c : 9.9999999997618e-05,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,b2029
PGL,4.381726242542001,1.0,10.304192082038574,0.00035747735205970483,;h2o_c : 1.0;h_c : 1.0;6pgc_c : 0.02000000000856292;6pgl_c : 0.0001067538771917076,6pgl_c + h2o_c --> 6pgc_c + h_c,b0767
G6PDH2r,4.381726242542001,1.0,2.529999999999996,0.0015584750409173703,;nadp_c : 0.0020000000008562916;g6p_c : 0.00037910987493835997;6pgl_c : 0.0001067538771917076;nadph_c : 0.02000000000856292;h_c : 1.0,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,b1852
MDH,3.5545831163560386,1.0,-14.57128001843523,6.859149099447436e-05,;oaa_c : 0.0013300845862784436;mal__L_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,b3236
PPA,2.477414563449317,1.0,64.54131334003199,4.746683954601994e-05,;h2o_c : 1.0;ppi_c : 3.4549857648675275e-05;pi_c : 4.999999992620972e-07;h_c : 1.0,h2o_c + ppi_c --> h_c + 2.0 pi_c,b2502 or b2744 or b4226
RPE,2.372361253529957,1.0,11.634378698676768,8.090476762697956e-05,;xu5p__D_c : 1.5614705673126878e-06;ru5p__D_c : 3.803418044313029e-05,ru5p__D_c --> xu5p__D_c,b3386
ACONTb,2.172744592576385,1.0,6.971280018435137,6.553750500761712e-05,;icit_c : 4.999999992621096e-07;acon_C_c : 5.688940434933317e-06;h2o_c : 1.0,acon_C_c + h2o_c --> icit_c,b0118 or b1276
ACONTa,2.172744592576385,1.0,10.171279018434902,0.003201642102738108,;h2o_c : 1.0;cit_c : 0.007337184970509802;acon_C_c : 5.688940434933317e-06,cit_c --> acon_C_c + h2o_c,b0118 or b1276
CS,2.172744592576385,1.0,60.424529899526846,0.003951677856066108,;h2o_c : 1.0;cit_c : 0.007337184970509802;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;oaa_c : 0.0013300845862784436;h_c : 1.0,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,b0720
FUM,2.149825454100953,1.0,-13.168333633234843,6.242314196443188e-05,;fum_c : 3.2432556969979344e-05;h2o_c : 1.0;mal__L_c : 0.02000000000856292,fum_c + h2o_c --> mal__L_c,b4122 or b1612 or b1611
ASPTA_reverse,2.0710858261425344,1.0,29.52872098156503,0.0012860326726121312,;oaa_c : 0.0013300845862784436;akg_c : 4.999999992621096e-07;asp__L_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06,glu__L_c + oaa_c --> akg_c + asp__L_c,b0928 or b4054
RPI_reverse,1.9812084029671015,1.0,13.101280018435043,0.0002563973995443729,;ru5p__D_c : 3.803418044313029e-05;r5p_c : 4.999999992621096e-07,ru5p__D_c --> r5p_c,b2914 or b4090
ADK1,1.856287518879029,1.0,7.638366954831647,0.00024780421277850246,;adp_c : 5.411968104158752e-06;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05,amp_c + atp_c --> 2.0 adp_c,b0474
FADRx,1.5462566543454819,1.0,32.69035402673336,0.0016101931398148465,;fadh2_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468,fad_c + h_c + nadh_c --> fadh2_c + nad_c,b3844
SUCDi,1.4125783114948713,1.0,10.83961265166984,0.0014395917767148804,;fum_c : 3.2432556969979344e-05;q8_c : 4.999999992621096e-07;q8h2_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,q8_c + succ_c --> fum_c + q8h2_c,b0723 and b0721 and b0722 and b0724
ICL,1.4047576622550855,1.0,24.231666366765136,0.0030495014451222243,;succ_c : 4.999999992621096e-07;icit_c : 4.999999992621096e-07;glx_c : 2.8472382821565903e-06,icit_c --> glx_c + succ_c,b4015
MALS,1.4047576622550855,1.0,40.08616194469487,0.0004889685922366488,;h2o_c : 1.0;mal__L_c : 0.02000000000856292;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;h_c : 1.0;glx_c : 2.8472382821565903e-06,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,b4014 or b2976
TKT1,1.3209787615862374,1.0,-14.57128001843509,0.00046068651145279095,;g3p_c : 0.0019372800476507063;s7p_c : 4.999999992621096e-07;r5p_c : 4.999999992621096e-07;xu5p__D_c : 1.5614705673126878e-06,r5p_c + xu5p__D_c --> g3p_c + s7p_c,b2935 or b2465
TALA,1.3209787615862374,1.0,-5.320539643371639,1.0065067834113529e-05,;g3p_c : 0.0019372800476507063;s7p_c : 4.999999992621096e-07;e4p_c : 0.02000000000856292;f6p_c : 4.999999992621096e-07,g3p_c + s7p_c --> e4p_c + f6p_c,b0008 or b2464
PSERT,1.216711275217486,1.0,23.19853436491111,0.002019254775085747,;akg_c : 4.999999992621096e-07;3php_c : 0.0002609841362439416;glu__L_c : 5.731168982612912e-06;pser__L_c : 3.083584448653987e-05,3php_c + glu__L_c --> akg_c + pser__L_c,b0907
PSP_L,1.216711275217486,1.0,55.84234109858883,0.0016564432091710876,;h2o_c : 1.0;ser__L_c : 1.2707993127492566e-06;pi_c : 4.999999992620972e-07;pser__L_c : 3.083584448653987e-05,h2o_c + pser__L_c --> pi_c + ser__L_c,b4388
PGCD,1.216711275217486,1.0,-14.571280018435065,0.0010858416875549645,;3pg_c : 0.02000000000856292;nadh_c : 0.0007084583731630467;3php_c : 0.0002609841362439416;nad_c : 0.007084583731630468;h_c : 1.0,3pg_c + nad_c --> 3php_c + h_c + nadh_c,b2913
GLNS,1.1080816326538336,1.0,41.29161483598439,0.0004260266761101483,;adp_c : 5.411968104158752e-06;gln__L_c : 2.5906094527388015e-05;atp_c : 5.411968104158758e-05;nh4_c : 0.0027845228801085314;h_c : 1.0;glu__L_c : 5.731168982612912e-06;pi_c : 4.999999992620972e-07,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,b3870
TKT2,1.0513824919437198,1.0,19.05744096312992,0.00023555703640211188,;g3p_c : 0.0019372800476507063;xu5p__D_c : 1.5614705673126878e-06;e4p_c : 0.02000000000856292;f6p_c : 4.999999992621096e-07,e4p_c + xu5p__D_c --> f6p_c + g3p_c,b2935 or b2465
ICDHyr,0.7679869303212996,1.0,11.415100864556367,0.0001834823912627016,;akg_c : 4.999999992621096e-07;icit_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05;nadph_c : 0.02000000000856292;nadp_c : 0.0020000000008562916,icit_c + nadp_c --> akg_c + co2_c + nadph_c,b1136
ASAD_reverse,0.756243854450755,1.0,12.757440963130115,0.00029927636784477635,;nadp_c : 0.0020000000008562916;aspsa_c : 0.00013894387788614755;pi_c : 4.999999992620972e-07;4pasp_c : 1.0102156396356709e-06;h_c : 1.0;nadph_c : 0.02000000000856292,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c,b3433
ASPK,0.756243854450755,1.0,-14.275472100473362,0.00015103636906683307,;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;asp__L_c : 4.999999992621096e-07;4pasp_c : 1.0102156396356709e-06,asp__L_c + atp_c --> 4pasp_c + adp_c,b3940 or b0002 or b4024
GHMT2r,0.7504447465124525,1.0,-6.72408902299437,0.0005884925842743682,;gly_c : 4.999999992621096e-07;thf_c : 4.4894541890131475e-05;ser__L_c : 1.2707993127492566e-06;h2o_c : 1.0;mlthf_c : 0.02000000000856292,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,b2551
BIOMASS_Ec_iML1515_core_75p37M,0.7073808171273868,1.0,-9999.0,-9999.0,;pydx5p_c : 0.009244035041012004;phe__L_c : 4.999999992621096e-07;val__L_c : 0.02000000000856292;asp__L_c : 4.999999992621096e-07;ile__L_c : 4.999999992621096e-07;datp_c : 0.02000000000856292;leu__L_c : 1.7851564370863434e-05;adp_c : 5.411968104158752e-06;ser__L_c : 1.2707993127492566e-06;gln__L_c : 2.5906094527388015e-05;k_c : 4.999999992621096e-07;dctp_c : 0.02000000000856292;mn2_c : 4.999999992621096e-07;mg2_c : 4.999999992621096e-07;tyr__L_c : 2.8428375133944798e-05;thf_c : 4.4894541890131475e-05;ca2_c : 4.999999992621096e-07;kdo2lipid4_e : 1.0;ctp_c : 0.0006700357270685813;pe161_p : 1.0;sheme_c : 4.999999992621096e-07;2ohph_c : 4.999999992621096e-07;dttp_c : 0.001702806684203668;pi_c : 4.999999992620972e-07;met__L_c : 4.999999992621096e-07;trp__L_c : 4.999999992621096e-07;pe160_p : 1.0;his__L_c : 4.999999992621096e-07;2fe2s_c : 4.999999992621096e-07;thmpp_c : 4.999999992621096e-07;h_c : 1.0;zn2_c : 4.999999992621096e-07;arg__L_c : 5.581311219735733e-05;gly_c : 4.999999992621096e-07;nh4_c : 0.0027845228801085314;btn_c : 4.999999992621096e-07;ala__L_c : 4.999999992621096e-07;10fthf_c : 1.0102156396357731e-06;fad_c : 0.02000000000856292;nad_c : 0.007084583731630468;4fe4s_c : 4.999999992621096e-07;utp_c : 0.02000000000856292;cu2_c : 4.999999992621096e-07;pro__L_c : 0.016044442138114186;pheme_c : 4.999999992621096e-07;h2o_c : 1.0;murein5px4p_p : 1.0;cl_c : 4.999999992621096e-07;cys__L_c : 0.02000000000856292;ppi_c : 3.4549857648675275e-05;udcpdp_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06;nadp_c : 0.0020000000008562916;succoa_c : 4.999999992621096e-07;dgtp_c : 8.99280093602191e-07;fe2_c : 4.999999992621096e-07;ribflv_c : 0.02000000000856292;atp_c : 5.411968104158758e-05;fe3_c : 4.999999992621096e-07;asn__L_c : 0.00023619015622677888;thr__L_c : 0.02000000000856292;amet_c : 2.4999999952401825e-05;mobd_c : 4.999999992621096e-07;gtp_c : 2.9832196241931154e-05;cobalt2_c : 4.999999992621096e-07;ni2_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;so4_c : 0.02000000000856292;lys__L_c : 4.999999992621096e-07;mlthf_c : 0.02000000000856292,0.000223 10fthf_c + 2.6e-05 2fe2s_c + 0.000223 2ohph_c + 0.00026 4fe4s_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 75.55223 atp_c + 2e-06 btn_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 2.5e-05 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.215096 gtp_c + 70.028756 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.019456 kdo2lipid4_e + 0.450531 leu__L_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 7e-06 mobd_c + 0.013894 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.013013 nh4_c + 0.000323 ni2_c + 0.063814 pe160_p + 0.075214 pe161_p + 0.185265 phe__L_c + 0.000223 pheme_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.000223 sheme_c + 0.004338 so4_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 5.5e-05 udcpdp_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 75.37723 adp_c + 75.37723 h_c + 75.37323 pi_c + 0.773903 ppi_c,
PPC,0.6892473023628809,1.0,59.854713518805184,0.00014049100784990356,;pep_c : 0.02000000000856292;h2o_c : 1.0;pi_c : 4.999999992620972e-07;oaa_c : 0.0013300845862784436;co2_c : 9.9999999997618e-05;h_c : 1.0,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,b3956
PIt2rpp,0.682343780485589,1.0,-9999.0,-9999.0,;pi_p : 1.0;h_c : 1.0;pi_c : 4.999999992620972e-07;h_p : 1.0,h_p + pi_p --> h_c + pi_c,b3493 or b2987
PItex,0.682343780485589,1.0,-9999.0,-9999.0,;pi_e : 1.0;pi_p : 1.0,pi_e --> pi_p,b1377 or b0241 or b0929 or b2215
EX_pi_e_reverse,0.682343780485589,1.0,-9999.0,-9999.0,;pi_e : 1.0, --> pi_e,
PRPPS,0.6602296413808696,1.0,-14.571280018435164,0.00029551456530730377,;prpp_c : 0.0012362301025760926;amp_c : 5.411968104158752e-06;r5p_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + r5p_c --> amp_c + h_c + prpp_c,b1207
MTHFD,0.6221103039075688,1.0,12.757440963129955,0.0005121705004796513,;nadp_c : 0.0020000000008562916;mlthf_c : 0.02000000000856292;nadph_c : 0.02000000000856292;methf_c : 6.390727886459033e-07,mlthf_c + nadp_c --> methf_c + nadph_c,b0529
MTHFC,0.6221103039075688,1.0,4.619074008298129,0.00025236853655325,;methf_c : 6.390727886459033e-07;h2o_c : 1.0;10fthf_c : 1.0102156396357731e-06;h_c : 1.0,h2o_c + methf_c --> 10fthf_c + h_c,b0529
ACLS,0.6185104429292199,1.0,30.038380067244383,0.00034626106908035206,;alac__S_c : 1.365137709886627e-06;pyr_c : 1.3223265105347658e-05;h_c : 1.0;co2_c : 9.9999999997618e-05,h_c + 2.0 pyr_c --> alac__S_c + co2_c,( b0077 and b0078 ) or ( b3670 and b3671 )
KARA1_reverse,0.6185104429292199,1.0,-3.552713678800501e-15,0.0017006757954937406,;alac__S_c : 1.365137709886627e-06;nadp_c : 0.0020000000008562916;23dhmb_c : 0.02000000000856292;h_c : 1.0;nadph_c : 0.02000000000856292,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,b3774
DHAD1,0.6185104429292199,1.0,51.6574409631299,0.000551336422953297,;h2o_c : 1.0;23dhmb_c : 0.02000000000856292;3mob_c : 3.8034180443131095e-05,23dhmb_c --> 3mob_c + h2o_c,b3771
NDPK1,0.5588407488620584,1.0,-2.10648164983143,0.00027680208193230635,;adp_c : 5.411968104158752e-06;gtp_c : 2.9832196241931154e-05;gdp_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05,atp_c + gdp_c --> adp_c + gtp_c,b0474 or b2518
HSDy_reverse,0.49384164771869266,1.0,14.122239331733248,0.00047186603778630424,;nadp_c : 0.0020000000008562916;aspsa_c : 0.00013894387788614755;hom__L_c : 0.02000000000856292;nadph_c : 0.02000000000856292;h_c : 1.0,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,b3940 or b0002
CBMKr,0.44323562406018885,1.0,-14.571280018435157,0.00010605354729601338,;h_c : 1.0;atp_c : 5.411968104158758e-05;cbp_c : 4.999999992621096e-07;nh4_c : 0.0027845228801085314;adp_c : 5.411968104158752e-06;co2_c : 9.9999999997618e-05,atp_c + co2_c + nh4_c --> adp_c + cbp_c + 2.0 h_c,b0521
ALATA_L_reverse,0.4115852841593502,1.0,14.536900319758027,0.0006176786942118897,;akg_c : 4.999999992621096e-07;pyr_c : 1.3223265105347658e-05;ala__L_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06,glu__L_c + pyr_c --> akg_c + ala__L_c,b2290 or b2379
THRS,0.3849679587737995,1.0,38.28910732989506,1.259534959449794e-05,;phom_c : 4.999999992621096e-07;h2o_c : 1.0;pi_c : 4.999999992620972e-07;thr__L_c : 0.02000000000856292,h2o_c + phom_c --> pi_c + thr__L_c,b0004
HSK,0.3849679587737995,1.0,66.56708793639665,0.0001546039999315829,;phom_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;h_c : 1.0;atp_c : 5.411968104158758e-05;hom__L_c : 0.02000000000856292,atp_c + hom__L_c --> adp_c + h_c + phom_c,b0003
IMPC_reverse,0.3837767294777395,1.0,-9.028720981565002,0.00026127835585450465,;fprica_c : 4.999999992621096e-07;h2o_c : 1.0;imp_c : 0.02000000000856292,fprica_c --> h2o_c + imp_c,b4006
AICART,0.3837767294777395,1.0,9.343601907824642,0.00032184839283916155,;fprica_c : 4.999999992621096e-07;10fthf_c : 1.0102156396357731e-06;thf_c : 4.4894541890131475e-05;aicar_c : 0.02000000000856292,10fthf_c + aicar_c --> fprica_c + thf_c,b4006
HCO3E,0.3718163346217573,1.0,4.212373421335901,0.0002345148586347621,;h2o_c : 1.0;hco3_c : 0.000199999999995236;co2_c : 9.9999999997618e-05;h_c : 1.0,co2_c + h2o_c --> h_c + hco3_c,b0126 or b0339
SUCOAS,0.3639284842026189,1.0,7.138366954831711,0.0003216936782419582,;succoa_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;succ_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06;pi_c : 4.999999992620972e-07,atp_c + coa_c + succ_c --> adp_c + pi_c + succoa_c,b0729 and b0728
LEUTAi,0.31869698692121773,1.0,23.19853436491098,0.0004711690090101536,;4mop_c : 0.02000000000856292;akg_c : 4.999999992621096e-07;glu__L_c : 5.731168982612912e-06;leu__L_c : 1.7851564370863434e-05,4mop_c + glu__L_c --> akg_c + leu__L_c,b3770 or b4054
OMCDC,0.31869698692121773,1.0,38.476953847960075,-9999.0,;4mop_c : 0.02000000000856292;3c4mop_c : 0.009661213454617063;h_c : 1.0;co2_c : 9.9999999997618e-05,3c4mop_c + h_c --> 4mop_c + co2_c,s0001
IPMD,0.31869698692121773,1.0,-14.57128001843519,0.00010594774244375545,;3c4mop_c : 0.009661213454617063;3c2hmp_c : 0.003378599451433995;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,b0073 or b1800
IPPS,0.31869698692121773,1.0,51.25744196312991,0.00021953349173158717,;3c3hmp_c : 0.00019927019605228477;3mob_c : 3.8034180443131095e-05;accoa_c : 0.02000000000856292;coa_c : 4.999999992621096e-07;h2o_c : 1.0;h_c : 1.0,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,b0074
IPPMIa_reverse,0.31869698692121773,1.0,-9.985119073740458,0.0002836734874625266,;h2o_c : 1.0;3c2hmp_c : 0.003378599451433995;2ippm_c : 0.00024330254069663597,2ippm_c + h2o_c --> 3c2hmp_c,b0071 and b0072
IPPMIb_reverse,0.31869698692121773,1.0,-3.7148819262595794,0.000373503042909854,;3c3hmp_c : 0.00019927019605228477;h2o_c : 1.0;2ippm_c : 0.00024330254069663597,3c3hmp_c --> 2ippm_c + h2o_c,b0071 and b0072
