,max_Df under fixed Ci ratio,min_Df under fixed Ci ratio,diff under fixed Ci ratio
PGL,51.12872098156501,-3.528720981565005,54.65744196313001
PGM,31.428720981565007,-23.228720981565004,54.65744196313001
PGM_reverse,23.228720981565004,-31.428720981565007,54.65744196313001
PGPP140,75.34654929302502,-6.639613651670004,81.98616294469502
PGMT,34.728720981565004,-19.928720981565007,54.65744196313001
PGMT_reverse,19.928720981565007,-34.728720981565004,54.65744196313001
PGPP120,75.34654929302502,-6.639613651670004,81.98616294469502
PGPP180,75.34654929302502,-6.639613651670004,81.98616294469502
PGPP141,75.34654929302502,-6.639613651670004,81.98616294469502
PGPP181,75.34654929302502,-6.639613651670004,81.98616294469502
PHDA,38.12872098156501,-16.528720981565005,54.65744196313001
PHETA1,59.308182338178014,-54.15744196313001,113.46562430130803
PGPP160,75.34654929302502,-6.639613651670004,81.98616294469502
PGPP161,75.34654929302502,-6.639613651670004,81.98616294469502
PMANM,31.628720981565003,-23.028720981565005,54.65744196313001
PMANM_reverse,23.028720981565005,-31.628720981565003,54.65744196313001
PMDPHT,78.54654929302501,-3.4396136516700047,81.98616294469501
PHETA1_reverse,54.15744196313001,-59.308182338178014,113.46562430130803
POR5,140.56562429615002,-68.55052343676702,209.11614773291706
PNTK,43.46708793639665,-11.190354026733367,54.65744196313002
POR5_reverse,68.55052343676702,-140.56562429615002,209.11614773291706
POX,254.22601064448,127.09602585625801,127.12998478822199
PPA,80.94654929302502,-1.039613651670006,81.98616294469502
PPA2,93.24654929302501,11.260386348329995,81.98616294469502
PMPK,36.66708793639665,-17.990354026733364,54.65744196313001
PPAKr_reverse,1.0670879363966463,-53.59035402673337,54.65744196313002
PPAKr,53.59035402673337,-1.0670879363966463,54.65744196313002
PPBNGS,128.03961365167,46.053450706974985,81.98616294469502
PPCDC,89.89728966291501,17.424746837823,72.472542825092
PPC,80.19308147363701,-19.60818233302001,99.80126380665702
PPCK,64.23565661774666,-8.23688620734536,72.47254282509202
PPCSCT,70.75744196313002,-38.55744196313001,109.31488392626002
PPDOy,60.76708793639665,6.1096459732666375,54.65744196313001
PPGPPDP,90.74654929302501,8.760386348329995,81.98616294469502
PPK,45.56708793639665,-9.090354026733362,54.65744196313001
PPK2,45.56708793639665,-9.090354026733362,54.65744196313001
PPM,39.028720981565,-15.628720981565007,54.65744196313001
PPM_reverse,15.628720981565007,-39.028720981565,54.65744196313001
PPM2,56.228720981565004,1.5712790184349927,54.65744196313001
PPM2_reverse,-1.5712790184349927,-56.228720981565004,54.65744196313001
PPNCL2,131.386162944695,-32.58616294469502,163.97232588939002
PPNDH,138.59728966291502,66.124746837823,72.47254282509202
PPND,88.73565661774666,16.263113792654647,72.472542825092
PPPNDO,392.72451278714436,322.6150837521433,70.10942903500109
PPS,72.38491624785667,-9.60124669683836,81.98616294469502
PRAGSr,84.89580891796166,-24.41907500829837,109.31488392626002
PRAGSr_reverse,24.41907500829837,-84.89580891796166,109.31488392626002
PRAIi,33.128720981565,-21.528720981565005,54.65744196313001
PRASCSi,124.89580891796166,15.580924991701622,109.31488392626004
PRMICI,33.128720981565,-21.528720981565005,54.65744196313001
PRMICI_reverse,21.528720981565005,-33.128720981565,54.65744196313001
PROD3,91.05744196313,-18.257441963130013,109.31488392626002
PRPPS,32.90708793639665,-21.750354026733362,54.65744196313001
PRPPS_reverse,21.750354026733362,-32.90708793639665,54.65744196313001
PSCVT,67.05744196313,-42.25744196313001,109.31488392626002
PSCVT_reverse,42.25744196313001,-67.05744196313,109.31488392626002
PSD120,76.59728966291502,4.124746837822997,72.47254282509202
PSD140,76.59728966291502,4.124746837822997,72.47254282509202
PSD141,76.59728966291502,4.124746837822997,72.47254282509202
PSD160,76.59728966291502,4.124746837822997,72.47254282509202
PSD161,76.59728966291502,4.124746837822997,72.47254282509202
PSD180,76.59728966291502,4.124746837822997,72.47254282509202
PSD181,76.59728966291502,4.124746837822997,72.47254282509202
PSERT,66.05744196313,-47.40818233817801,113.46562430130801
PSP_L,74.94654929302502,-7.039613651670006,81.98616294469502
PSURIK,47.967087936396645,-6.690354026733363,54.65744196313001
PTA2,37.15744196313001,-72.15744196313001,109.31488392626002
PTAr,45.25744196313001,-64.05744196313,109.31488392626002
PTAr_reverse,64.05744196313,-45.25744196313001,109.31488392626002
PTRCTA,56.60818233817801,-56.857441963130015,113.46562430130803
PUNP1,46.75744196313001,-62.55744196313,109.31488392626002
PUNP1_reverse,62.55744196313,-46.75744196313001,109.31488392626002
PUNP2,43.65744196313001,-65.65744196313001,109.31488392626002
PUNP2_reverse,65.65744196313001,-43.65744196313001,109.31488392626002
PTPATi,68.45744196313001,-34.919075008298364,103.37651697142837
PUNP3_reverse,65.65744196313001,-43.65744196313001,109.31488392626002
PUNP4_reverse,65.65744196313001,-43.65744196313001,109.31488392626002
PUNP4,43.65744196313001,-65.65744196313001,109.31488392626002
PUNP3,43.65744196313001,-65.65744196313001,109.31488392626002
PUNP5_reverse,63.357441963130015,-45.95744196313001,109.31488392626002
PUNP7_reverse,65.05744196313,-44.25744196313001,109.31488392626002
PUNP5,45.95744196313001,-63.357441963130015,109.31488392626002
PYAM5PO,177.39853636489602,52.631665366764985,124.76687099813103
PUNP6,45.15744196313001,-64.15744196313001,109.31488392626002
PUNP6_reverse,64.15744196313001,-45.15744196313001,109.31488392626002
PUNP7,44.25744196313001,-65.05744196313,109.31488392626002
PYK,46.490354026733364,-8.167087936396648,54.65744196313001
PYDXK,50.26708793639665,-4.3903540267333625,54.65744196313001
PYDAMK,48.66708793639665,-5.990354026733364,54.65744196313001
PYDXNK,44.76708793639665,-9.890354026733363,54.65744196313001
PYDXPP,76.34654929302502,-5.639613651670004,81.98616294469502
PYK2,82.35744196313001,-26.95744196313001,109.31488392626002
PYNP2r,53.05744196313001,-56.25744196313001,109.31488392626002
PYK3,82.25744196313002,-27.05744196313001,109.31488392626002
PYK4,80.25744196313002,-29.05744196313001,109.31488392626002
QUINDH,16.667087936396655,-37.99035402673336,54.65744196313001
PYK6,77.15744196313001,-32.15744196313001,109.31488392626002
R1PK,56.06708793639665,1.4096459732666382,54.65744196313001
PYNP2r_reverse,56.25744196313001,-53.05744196313001,109.31488392626002
PYROX,154.02451278714435,83.91508375214335,70.109429035001
QULNS,281.85744196313004,172.54255803687,109.31488392626005
RBFSa,138.75744196313,29.44255803686999,109.31488392626
QUINDHyi,6.590354026733362,-48.06708793639665,54.65744196313001
R15BPK,23.86708793639665,-30.79035402673336,54.65744196313001
RBK,58.26708793639665,3.6096459732666375,54.65744196313001
RBK_L1,47.967087936396645,-6.690354026733363,54.65744196313001
R5PP,66.15654929302501,-15.829613651670005,81.98616294469501
RBP4E,27.828720981565006,-26.828720981565006,54.65744196313001
RHCCE,76.84654929302502,-5.139613651670004,81.98616294469502
RBFSb,214.55744196313,105.24255803687,109.31488392626001
RBFK,31.26708793639665,-23.390354026733363,54.65744196313001
RHMND,69.228720981565,14.571279018434993,54.65744196313001
RBP4E_reverse,26.828720981565006,-27.828720981565006,54.65744196313001
RHMND_reverse,-14.571279018434993,-69.228720981565,54.65744196313001
RMI,27.128720981565007,-27.52872098156501,54.65744196313001
RMI_reverse,27.52872098156501,-27.128720981565007,54.65744196313001
RMPA,58.346549293025014,-23.639613651670004,81.98616294469502
RMPA_reverse,23.639613651670004,-58.346549293025014,81.98616294469502
RNDR1,93.41907500829836,-9.957441963130009,103.37651697142837
RNDR1b,93.41907500829836,-9.957441963130009,103.37651697142837
RNDR2,93.35744196313001,-15.957441963130009,109.31488392626002
RMK,38.067087936396646,-16.590354026733365,54.65744196313001
RNDR2b,93.35744196313001,-15.957441963130009,109.31488392626002
RNDR3,95.35744196313001,-13.957441963130009,109.31488392626002
RNDR3b,95.35744196313001,-13.957441963130009,109.31488392626002
RNDR4,94.45744196313001,-14.857441963130015,109.31488392626002
RNDR4b,94.45744196313001,-14.857441963130015,109.31488392626002
RNTR1c2,150.88616294469503,-7.147795989863361,158.0339589345584
RNTR3c2,145.286162944695,-18.68616294469502,163.97232588939002
RNTR2c2,123.58616294469502,-40.386162944695016,163.97232588939005
RPE,30.728720981565004,-23.928720981565007,54.65744196313001
RNTR4c2,145.08616294469502,-18.886162944695016,163.97232588939005
RPE_reverse,23.928720981565007,-30.728720981565004,54.65744196313001
RPI,25.398720981565006,-29.258720981565006,54.65744196313001
RPI_reverse,29.258720981565006,-25.398720981565006,54.65744196313001
RPNTPH,107.44654929302502,25.460386348329997,81.98616294469502
RU5PP,65.04654929302501,-16.939613651670008,81.98616294469502
RZ5PP,78.646549293025,-3.339613651670007,81.98616294469501
S7PI,25.828720981565006,-28.828720981565006,54.65744196313001
SADH,225.832946285835,98.702961497613,127.12998478822199
SADT2,95.90399125615502,-89.45868865996837,185.3626799161234
SARCOX,157.198536364896,32.43166536676499,124.76687099813101
SBTPD_reverse,34.09035402673335,-20.567087936396657,54.65744196313001
SDPTA,58.00818233817802,-55.45744196313001,113.46562430130803
SDPTA_reverse,55.45744196313001,-58.00818233817802,113.46562430130803
SEPHCHCS,31.25892270806801,-72.693081473637,103.95200418170501
SERASr,66.25744196313002,-37.11907500829836,103.37651697142837
SBTPD,20.567087936396657,-34.09035402673335,54.65744196313001
SDPDS,56.74654929302501,-25.239613651670005,81.98616294469502
SERAT,61.55744196313,-47.75744196313001,109.31488392626002
SERAT_reverse,47.75744196313001,-61.55744196313,109.31488392626002
SERASr_reverse,37.11907500829836,-66.25744196313002,103.37651697142837
SGDS,67.34654929302502,-14.639613651670004,81.98616294469502
SERD_D,92.44654929302502,10.460386348329994,81.98616294469502
SHCHCS3,193.746549293025,111.76038634833,81.986162944695
SERD_L,93.34654929302502,11.360386348329996,81.98616294469502
SFGTHi,81.74654929302501,-0.23961365167000537,81.98616294469502
SHGO,143.780708053436,42.19181766182199,101.588890391614
SHK3Dr_reverse,-55.90964597326663,-110.56708793639666,54.65744196313003
SGSAD,78.36708793639667,23.709645973266646,54.657441963130026
SHK3Dr,110.56708793639666,55.90964597326663,54.65744196313003
SHKK,41.067087936396646,-13.590354026733362,54.65744196313001
SHSL1,117.65744196313,8.342558036869988,109.31488392626001
SSALy,58.990354026733364,4.332912063603352,54.65744196313001
SOTA,60.208182338178005,-53.25744196313001,113.46562430130803
SPMDAT1,73.45744196313001,-35.857441963130015,109.31488392626002
SPMDAT2,73.35744196313001,-35.95744196313001,109.31488392626002
SSALx,71.86708793639667,17.209645973266646,54.657441963130026
SUCOAS,61.79580891796166,-47.519075008298366,109.31488392626002
SUCOAS_reverse,47.519075008298366,-61.79580891796166,109.31488392626002
SUCBZS,40.028720981565,-14.628720981565007,54.65744196313001
SUCDi,76.25744196313002,-33.05744196313001,109.31488392626002
TAGURr_reverse,32.99035402673336,-21.667087936396655,54.65744196313001
SUCBZL,75.49580891796165,-33.81907500829837,109.31488392626002
SULR,163.84382184605994,109.18637988292991,54.657441963130026
TALA_reverse,53.95744196313001,-55.357441963130015,109.31488392626002
TAGURr,21.667087936396655,-32.99035402673336,54.65744196313001
TDPAGTA,40.75744196313001,-72.708182338178,113.46562430130803
TDPDRE,39.62872098156501,-15.028720981565005,54.65744196313001
TALA,55.357441963130015,-53.95744196313001,109.31488392626002
TARTD,62.628720981565,7.971279018434991,54.65744196313001
TDSK,45.36708793639665,-9.290354026733361,54.65744196313001
TDPDRR,37.66708793639665,-16.990354026733364,54.65744196313001
TGBPA,46.64654929302501,-35.33961365167001,81.98616294469502
TDPGDH,73.52872098156502,18.871279018434997,54.65744196313002
TGBPA_reverse,35.33961365167001,-46.64654929302501,81.98616294469502
THDPS,34.45744196313001,-74.85744196313001,109.31488392626002
THRA,54.846549293025014,-27.139613651670004,81.98616294469502
THRA2,67.24654929302501,-14.739613651670005,81.98616294469502
THRD,6.367087936396658,-48.290354026733354,54.65744196313001
THIORDXi,332.23961365167,250.25345070697497,81.98616294469505
THRS,92.94654929302502,10.960386348329997,81.98616294469502
THRD_L,89.54654929302501,7.560386348329995,81.98616294469501
TKT1,58.45744196313001,-50.857441963130015,109.31488392626002
TKT1_reverse,50.857441963130015,-58.45744196313001,109.31488392626002
TKT2,64.75744196313002,-44.55744196313001,109.31488392626002
TKT2_reverse,44.55744196313001,-64.75744196313002,109.31488392626002
TMAOR1,252.65744196313,143.34255803687,109.31488392626
TMAOR2,249.95744196313,140.64255803687,109.31488392626
TMDK1,50.967087936396645,-3.690354026733363,54.65744196313001
TMDPP_reverse,60.05744196313,-49.25744196313001,109.31488392626002
TMDPP,49.25744196313001,-60.05744196313,109.31488392626002
TMDS,99.15744196313001,-10.157441963130012,109.31488392626002
TMK,53.06708793639665,-1.5903540267333618,54.65744196313001
TMPPP,58.95744196313001,-50.357441963130015,109.31488392626002
TPI,21.828720981565006,-32.828720981565006,54.65744196313001
TPI_reverse,32.828720981565006,-21.828720981565006,54.65744196313001
TPRDCOAS,54.95744196313001,-48.419075008298364,103.37651697142837
TRDR,42.16708793639665,-12.490354026733364,54.65744196313001
TRE6PH,74.44654929302502,-7.539613651670006,81.98616294469502
TRE6PP,71.54654929302501,-10.439613651670005,81.98616294469501
TRE6PS,72.35744196313001,-36.95744196313001,109.31488392626002
TREH,76.44654929302502,-5.539613651670006,81.98616294469502
TRPAS2,81.06437760448502,-28.250506321775006,109.31488392626002
TRPAS2_reverse,28.250506321775006,-81.06437760448502,109.31488392626002
TRPS1,85.15744196313,-24.15744196313001,109.31488392626001
TRPS2,66.93961365167002,-15.04654929302501,81.98616294469502
TRPS3,45.54654929302501,-36.43961365167,81.98616294469501
TRSARr,51.790354026733354,-2.8670879363966577,54.65744196313001
TRSARr_reverse,2.8670879363966577,-51.790354026733354,54.65744196313001
TYRTA,58.808182338178014,-54.65744196313001,113.46562430130803
TYRTA_reverse,54.65744196313001,-58.808182338178014,113.46562430130803
UAAGDS,84.69580891796167,-24.619075008298367,109.31488392626004
UACMAMO,65.10545489122829,10.448012928098294,54.65744196313
UAG2E,27.328720981565006,-27.328720981565006,54.65744196313001
UAGCVT,66.75744196313002,-42.55744196313001,109.31488392626002
UAG2E_reverse,27.328720981565006,-27.328720981565006,54.65744196313001
UAGDP,58.19744196313002,-51.11744196313001,109.31488392626002
UAGPT3,68.35744196313001,-40.95744196313001,109.31488392626002
UAMAGS,89.69580891796167,-19.619075008298367,109.31488392626004
UAMAS,89.09580891796165,-20.21907500829837,109.31488392626002
UAPGR,92.16708793639665,37.50964597326664,54.65744196313001
UDCPDP,91.54654929302501,9.560386348329992,81.98616294469502
UDCPDPS,828.958488834085,337.0415111659149,491.91697766817003
UDPG4E,24.428720981565007,-30.228720981565004,54.65744196313001
UDPG4E_reverse,30.228720981565004,-24.428720981565007,54.65744196313001
UDPGALM,22.52872098156501,-32.128720981565,54.65744196313001
UDPGD,60.9054548912283,6.248012928098291,54.65744196313001
UDPGDC,78.43565661774667,5.963113792654649,72.47254282509202
UGCIAMH,99.646549293025,17.660386348329993,81.98616294469501
UDPGPT_reverse,61.15744196313001,-48.15744196313001,109.31488392626002
UDPKAAT_reverse,85.00818233817802,-28.45744196313001,113.46562430130803
UDPGPT,48.15744196313001,-61.15744196313001,109.31488392626002
UGLT_reverse,51.75744196313001,-57.55744196313001,109.31488392626002
UDPKAAT,28.45744196313001,-85.00818233817802,113.46562430130803
UGLYCH,163.132946285835,36.002961497613,127.129984788222
UGLT,57.55744196313001,-51.75744196313001,109.31488392626002
UM4PCP,64.81654929302502,-17.169613651670005,81.98616294469502
UMPK,37.86708793639665,-16.79035402673336,54.65744196313001
UPPRT,71.95744196313001,-37.357441963130015,109.31488392626002
UMPK_reverse,16.79035402673336,-37.86708793639665,54.65744196313001
URIC,170.649276734786,55.39602585625799,115.25325087852802
ULA4NFT,52.95744196313001,-56.357441963130015,109.31488392626002
UGMDDS,88.99580891796165,-20.31907500829837,109.31488392626002
UHGADA,72.146549293025,-9.839613651670007,81.98616294469501
VALTA_reverse,57.75744196313002,-55.708182338178005,113.46562430130803
UPPDC1,224.00299570696504,98.085150295987,125.91784541097803
URIH,75.94654929302502,-6.039613651670006,81.98616294469502
URDGLYCD,46.46708793639666,-8.190354026733356,54.65744196313001
URIK1,52.66708793639665,-1.990354026733364,54.65744196313001
XAND,57.96708793639666,3.3096459732666474,54.65744196313001
URIK2,71.55744196313,-37.75744196313001,109.31488392626002
USHD,96.246549293025,14.260386348329995,81.986162944695
VPAMTr,58.05744196313,-51.25744196313001,109.31488392626002
VALTA,55.708182338178005,-57.75744196313002,113.46562430130803
XYLI1,23.628720981565003,-31.028720981565005,54.65744196313001
XTSNH,67.04654929302501,-14.939613651670008,81.98616294469502
VPAMTr_reverse,51.25744196313001,-58.05744196313,109.31488392626002
X5PL3E,28.128720981565007,-26.52872098156501,54.65744196313001
XPPT,78.15744196313001,-31.15744196313001,109.31488392626002
YUMPS,54.33961365167001,-27.64654929302501,81.98616294469502
XYHDL,61.14654929302501,-20.839613651670007,81.98616294469502
YUMPS_reverse,27.64654929302501,-54.33961365167001,81.98616294469502
XYLI1_reverse,31.028720981565005,-23.628720981565003,54.65744196313001
XYLI2,27.428720981565007,-27.228720981565004,54.65744196313001
XYLI2_reverse,27.228720981565004,-27.428720981565007,54.65744196313001
XYLK2,57.16708793639665,2.509645973266636,54.65744196313001
XYLK,58.967087936396645,4.309645973266637,54.65744196313001
